year_of_birth,height,weight,scars,colour,year_of_discovery,number_of_lost_teeth,life_length,BMI
1535,44.23454948712578,11.231229204035834,8,green,1751,3,983.6171721351864,6.864859268933714
1596,44.863366592787166,11.512993379058306,3,green,1751,18,1095.012505975777,6.841197043875437
-1274,65.60807675105364,17.394559446635633,31,red,1751,12,2101.925080986573,4.8331067225959705
473,42.625972906385826,11.348398107168567,4,blue,1751,0,774.9757126154977,7.469878169940635
-1944,58.16982805878377,14.565748170613448,2,blue,1751,24,1136.1186191251709,5.148311334154207
-733,54.47226520369838,13.629639760525725,16,red,1751,31,1849.964349984219,5.493651066208111
-1661,51.537445117242186,13.603182856790633,5,red,1751,8,945.5824126461695,6.125229007348317
1109,42.09899301595954,11.192889148257594,1,red,1752,34,1245.3944873204173,7.553119434737806
545,44.97505324714154,11.297688340787515,10,red,1752,34,1586.555321226511,6.679958785119717
1055,66.28403707543919,17.060210269751423,4,blue,1752,7,805.9089678471136,4.644019575549669
-594,45.08293233973021,12.987933639755857,12,red,1752,1,1085.1223886033138,7.642638430138182
1742,47.30664188245084,12.3252565027628,4,blue,1752,37,1522.7456015358987,6.586873014710823
3,40.90482493448282,10.304663082946153,3,green,1752,29,1301.102414218986,7.365670474256366
-481,51.10843853093257,14.557034902655184,15,blue,1752,11,1474.1168723139328,6.665231887737898
629,47.63542493085292,12.963063002584656,11,red,1752,19,1328.1086360134636,6.832428720997186
-1877,45.38506064993225,11.791146572355386,3,blue,1752,1,750.1587116062399,6.846328962448462
-755,55.721879740730834,14.511739442479092,2,red,1752,30,1269.6204699218272,5.589790355269684
-1652,43.94890505479959,11.85838716667213,11,red,1752,27,1568.1779154988162,7.34272176236729
-845,45.10656228979836,11.41944404998125,0,blue,1752,39,1374.579018461361,6.71263553059107
480,42.49186484736918,14.327836908591522,19,red,1752,34,2018.8692844435677,9.490664293327233
710,45.799361787167115,11.606360629078775,6,blue,1752,11,952.224081222725,6.617664925397346
-178,45.0169719745761,11.25433431494474,4,red,1752,35,1426.1218015570744,6.641938021200637
293,56.3439347981486,14.211215377178446,10,red,1752,24,1498.2432878291283,5.353828324515557
-11,47.78833245337624,11.966660764163034,13,red,1752,3,1199.421722130503,6.266958116435359
-71,52.14772109176737,13.135292338371354,2,blue,1752,40,1447.8780810728051,5.776923811929452
-1726,51.57638903564375,15.71520868450031,18,green,1752,22,1780.045362591385,7.065548007039726
698,53.839167447342085,14.287390820069724,3,green,1752,14,899.9147726174833,5.89500012929392
-1546,61.883533210744204,18.05913562673172,11,green,1753,3,1096.202813850646,5.639937894948382
-1406,47.31568138764968,12.476347156096674,3,blue,1753,34,1392.2052580769844,6.6650715873513615
1727,43.061750521645045,11.500081006173142,31,red,1753,18,2174.411964305664,7.417287341699616
127,51.000413004612,13.747090196540158,1,green,1753,36,1384.9455435166906,6.321075261436732
1513,41.53047890951164,11.716853219017418,23,blue,1753,17,1877.6741901828213,8.124650281032402
829,57.233672724156605,17.387144651341544,27,blue,1753,6,1711.2859884205193,6.34822923681264
813,50.28336273809714,13.059303336736408,20,blue,1753,27,1854.56745292296,6.177303613054153
-1106,52.75848883850598,13.943448044845155,0,blue,1753,11,807.293685813495,5.9911894509950665
615,61.494756711571945,17.700810314477007,6,red,1753,38,1509.2973025242159,5.598150089943872
1147,45.15423556265202,11.774661611385561,19,red,1753,24,1728.697532162654,6.9068338937059455
-949,41.35030170328896,10.519457914869827,20,green,1753,15,1680.4359964082432,7.3580639908285566
-846,41.29428595549346,12.92041515421305,18,red,1753,33,1985.3563465618147,9.06200112952726
-502,50.89692336184859,13.704419977580917,36,red,1753,21,2469.994454724411,6.32710676762302
-1609,45.592675521334684,14.294980909348546,34,red,1753,28,2542.124677005476,8.224717455180395
-1812,64.04272749497379,22.3721808455403,6,red,1753,36,1545.8055759131867,6.52373403692207
-1012,60.922610551835525,15.877439908862469,4,red,1753,10,951.4557381476529,5.11624146966255
-1335,47.97899400543159,12.659944706847234,4,red,1753,40,1539.9425575247742,6.577443083435946
330,52.66679953538235,13.933459535633979,63,red,1753,23,3594.132558078486,6.00776131631921
-664,48.28456067557283,12.808058464568528,16,green,1754,37,1996.7404478159795,6.570437643905935
1484,59.767959171632114,15.905739434786106,13,red,1754,25,1526.5068199658508,5.325306090354598
538,48.90454228388171,13.320939698629045,16,blue,1754,34,1833.7981191429571,6.6613772651276015
-1181,54.26050423413313,13.768013521916659,5,blue,1754,30,1391.8146016249102,5.5928245892394495
237,44.923030848468244,12.527138597020445,11,green,1754,38,1785.2028319479994,7.424057875504964
-1429,45.60573725827251,12.013961975593652,1,red,1754,5,728.4437119343858,6.9083583394732315
-889,41.99464484280169,10.972372957910896,12,green,1754,4,1125.0280755193467,7.441154142167487
801,49.028926450185416,12.600653628675252,22,red,1754,35,2061.5876506069335,6.269254077053769
-1283,55.4673317689157,15.184719615100944,15,red,1754,25,1729.3116311694162,5.902823432759119
-1669,60.99481487975663,15.408498691286013,3,blue,1754,2,750.3201654758633,4.953384672199388
1038,40.31946308757378,11.87208491517028,30,green,1754,24,2169.381673814746,8.734239149725944
1467,48.078544011985386,12.024146541805068,1,blue,1754,22,1034.3446001055338,6.221272311318703
-1947,49.371727875965576,12.614311998144473,9,blue,1754,23,1436.6692259317963,6.189199481622716
496,54.37537790319597,13.65730157761996,4,blue,1754,17,1097.1639248661618,5.524435255912251
1765,56.268625353141914,15.171720534100022,21,green,1754,21,1832.3526942088954,5.730991821260994
300,43.414174200617914,11.628617940806969,5,red,1754,5,898.9396617978434,7.378916198186075
-1155,57.673057998529565,14.451350877294066,8,red,1754,33,1587.1426249473648,5.196250170655096
1413,56.62665865011464,15.011881428262928,27,blue,1754,39,2342.733604649161,5.59913344804109
1234,44.195401670657766,12.108986419179544,6,red,1754,1,783.1505822661406,7.41448834170017
746,48.7733286572323,14.878418983911002,1,green,1754,37,1291.13708809108,7.480309331299606
1336,48.45134475314836,12.878061212474865,13,blue,1755,18,1390.3134219111714,6.5609447377007415
1031,49.115917504045946,12.331776533328886,4,red,1755,27,1211.4296915979342,6.113764261749749
38,57.67921084057622,16.73055359675689,9,green,1755,39,1776.4028412670468,6.0144962327930775
523,42.677864209845474,11.599913690737216,15,red,1755,3,1180.1189869685413,7.616877456785214
431,49.46388999628996,13.93143475297626,19,red,1755,3,1389.485738239173,6.809996288383071
-67,48.026058574530786,13.046846396561502,14,black,1755,32,1809.7226209216976,6.765177910724152
-1555,48.49118388830951,13.782173699650915,2,blue,1755,17,1019.7945484128043,7.010027306258423
1431,56.52545243048793,14.309763940781668,8,green,1755,31,1436.0500760344964,5.356386915707719
-1329,47.028750205035,11.761765678784498,7,black,1755,3,941.1647749433522,6.360235745522698
963,53.43855451402072,13.361780964259069,4,red,1755,34,1367.2510202150734,5.5960618916439735
-909,39.627829937243334,10.58937987032753,20,blue,1755,33,2068.6214301090336,8.064872614494275
-721,56.03764211929498,15.209736170837346,9,red,1755,36,1682.1728812204003,5.792813404521509
-526,54.244313152632444,13.874534094747476,2,red,1755,20,1072.7768233303382,5.639460313323463
400,50.07222804570771,13.496521975230827,11,red,1755,40,1847.15093361083,6.438068577684268
777,53.839385052682744,14.954771640977135,32,green,1755,21,2166.885776508503,6.170312637240525
-1651,52.61571332439385,13.829202032181378,44,green,1755,7,2507.3379651177147,5.974392640967224
-1399,47.64882756031547,12.394901282637054,27,blue,1755,35,2388.3015975966946,6.529293627693774
1324,43.64400722840195,11.968123868087554,12,red,1755,26,1492.8817263869914,7.514574641018229
-1387,41.608222642562765,11.382513847538041,16,blue,1756,13,1510.78074374239,7.863346678989535
-826,35.84498071387278,9.133674397822139,2,red,1756,20,1080.5547997943831,8.501907757029583
-499,44.8876816117907,12.034973572193406,9,blue,1756,35,1683.3684174823345,7.143620183465354
776,53.297342013400666,13.450433525862776,50,blue,1756,15,2812.4949697023267,5.6630806403601195
-1983,40.879734766876766,13.718274631612081,3,red,1756,23,1177.2305523728269,9.817726272646295
-410,49.90328627756707,12.5890409316097,12,red,1756,30,1669.2516775664708,6.045913349808638
-1714,57.77250352922514,14.916157414325662,10,blue,1756,4,1096.5141612825485,5.344931547844352
354,55.03338911437994,15.995254617192499,18,blue,1756,40,2098.7769418252265,6.31635026808794
-1848,49.4773175253461,15.092781850544505,8,blue,1756,40,1734.5150501829387,7.373684790916276
-968,48.772178340192525,15.614190679679137,11,red,1756,16,1345.4132344134546,7.8505979675426385
540,57.48969732284171,14.761187977305607,3,black,1756,10,825.4357731273698,5.341568864514466
1592,43.26943107020966,10.95477573777763,5,green,1756,17,1152.0469085429115,6.997915381310976
-1037,41.748508645871375,11.389016907316929,22,blue,1756,10,1717.1675128660268,7.8150519756242
-927,53.076297753836094,13.411390104184642,11,blue,1756,20,1451.8089369248223,5.693772583832086
-262,51.080696840854095,14.904324737759808,6,red,1756,19,1210.6755067134295,6.83165998498682
-1999,55.47984199805778,14.207884339668407,6,blue,1756,4,956.36640307551545,5.5206033818718065
-290,51.67734198211869,13.373962458072207,22,green,1756,25,1978.9767345657322,5.989455321530859
-109,59.05369348768287,16.670089518428004,1,red,1756,37,1394.7737888751365,5.717041780850851
-62,53.70173980280943,13.686266540512907,12,red,1756,3,1125.5634832332191,5.675914527670871
-1028,50.44859203275551,16.928379771452924,6,red,1756,23,1306.9810320977913,7.955085625344571
-591,33.21372858571376,8.405294524846886,2,green,1756,5,745.3401055031437,9.112661460211998
1535,57.179326781385434,16.491762591011437,62,red,1756,27,3607.6096561842414,6.032767164239662
-1285,40.56350838690128,11.373973008014787,5,blue,1756,33,1489.8480387689456,8.267395940912948
862,45.5090251083495,12.056992275244786,10,red,1756,11,1152.0523405099293,6.962600605693838
396,48.41148134505471,12.648230861868015,1,green,1756,31,1267.4128986646365,6.454470281415424
-762,41.085565598472186,10.537121604144382,6,blue,1757,6,969.166321454445,7.4657083020468145
-705,48.51354236962396,12.785751955272005,2,blue,1757,19,1053.093664587213,6.497224386626233
1673,49.666247190027505,14.44371078738341,6,blue,1757,6,955.5187568211662,7.002992441609764
-513,52.2193021396782,13.093149483545025,0,red,1757,2,634.9321509786707,5.742613191431884
-288,53.35437383584232,16.804321331939075,11,green,1757,32,1712.5708702986133,7.060061560459427
596,45.60439381167143,11.814558891523255,7,red,1757,18,1153.8974965371265,6.794096358480977
-1559,57.68482474402195,16.42759118448142,2,red,1757,11,872.773129615106,5.904434330416969
-806,52.63442678924461,13.272185862886934,6,red,1757,8,996.6437811869342,5.7296781176342035
1122,51.84088936245664,13.08907370078992,21,blue,1757,38,2089.3998412349397,5.824941811178709
196,34.9114691786331,9.128954295158685,6,blue,1757,36,1535.4753243546231,8.958026580682967
731,56.5619011091653,15.036156093162099,5,green,1757,5,819.5735371011644,5.621036358720488
1027,39.42357829609542,10.352633193194938,8,blue,1757,19,1215.4819122857566,7.96647707357805
493,41.60328804389479,11.310834809315521,9,blue,1757,32,1620.4045579549636,7.81568259038821
-410,58.14747852729271,16.510225649582047,10,red,1757,21,1409.6083067996808,5.840080051966514
-21,47.54505596745523,12.063908626504611,3,blue,1757,15,1029.6966660647852,6.382706558595546
1797,41.898951059009065,10.701212001449225,1,green,1757,39,1440.5963592213059,7.29044825936354
183,55.03910895871624,13.760954268070385,11,red,1757,26,1567.0468187623494,5.432920224364705
-1815,44.19130963791916,11.456209757264727,24,blue,1757,3,1634.7105954578012,7.016083956284575
-983,57.83421584665152,15.381654508586806,3,red,1757,12,999.9595553337986,5.499977521391372
-960,44.75921812540142,11.506073787929349,5,green,1757,9,989.533160297453,6.868940225511877
-639,54.768953894190254,17.39483387370865,16,green,1757,33,1931.5834239490307,6.93551889107979
1297,42.741516684808836,12.893583185302976,24,green,1757,31,2057.7705135915216,8.441144477040233
-14,41.57324399802035,10.521664670210198,4,red,1757,1,760.7205765490456,7.280885365493846
1316,47.01385814574853,13.738140252961877,25,red,1757,1,1505.6699751323708,7.433677669840707
1051,36.030995545366856,11.199769031493249,3,red,1757,4,718.5354409967142,10.317728787528905
-1488,54.943894964269106,14.034679820434825,2,red,1757,22,1140.997917995376,5.56020991779992
-1249,44.57449587689846,12.289193056188758,2,red,1757,21,1111.560251500483,7.397382094198698
776,41.69367842948303,14.366810995442892,28,red,1757,3,1675.6627062370685,9.884336422899743
291,53.64099523793664,14.45700133307301,29,blue,1757,3,1812.3959567100321,6.009137371127113
125,47.036333318320935,11.958410650417461,2,green,1757,2,729.4356424559577,6.464487642661275
-1962,49.53231810125271,12.745161423223863,1,red,1758,1,640.9509498684977,6.212917674110851
-327,42.674149802371645,11.240269688062316,7,red,1758,0,899.5351318510724,7.382008514569218
7,53.7625291544449,13.6120728404656,16,green,1758,26,1781.5013909543063,5.632386482029416
284,40.87685144377146,10.731431908161076,25,red,1758,30,2197.960399269094,7.681222866219424
85,56.34134510243399,17.026827668403847,37,blue,1758,27,2612.9329556533116,6.415151000838973
603,55.06321729866227,15.33669084711306,24,blue,1758,24,1938.3895114102568,6.049730967801936
-1048,45.22484791993405,11.58800847774199,16,blue,1758,27,1782.4267469386875,6.77613639597915
1636,57.32529912004936,15.244918634130133,3,blue,1758,35,1410.8628267919376,5.548301039007132
-1546,58.98471295012669,16.53000944572588,7,red,1758,35,1563.2459042716478,5.682268175307201
-1317,48.762512563050855,12.410720874213876,7,blue,1758,27,1393.0107833400482,6.242411916288727
-1045,37.36840464745003,9.938354287325188,11,blue,1758,5,1130.601091906464,8.512025689065815
152,61.625940118303085,16.26634465348001,4,blue,1758,1,791.1134624232336,5.122599702876561
1093,43.81588076479038,13.411629060933654,20,red,1758,22,1714.296812694099,8.354991381769466
867,35.41225038491615,9.633576849894947,1,red,1758,8,690.7200084734446,9.187726928709159
885,43.80586379378556,12.048493041576455,4,red,1758,26,1178.2791938974824,7.5092367941084
-1777,47.49062591978068,12.168387539447519,18,red,1758,10,1515.695268900141,6.452749573824589
-726,61.03796195983594,15.461181141435368,29,red,1758,9,1978.4734519707674,4.963296100509557
1230,48.00297043157813,12.497925945702187,9,blue,1759,30,1449.3467892327621,6.486781767906762
373,54.98269669354822,14.179620170539533,2,red,1759,18,1040.3370190814778,5.609705856288773
-998,55.5638691046295,16.045532786677096,19,blue,1759,13,1626.7009121214005,6.215795939273333
-251,55.08931011672622,14.026228566569104,4,blue,1759,8,909.196465035713,5.527564379198233
1002,38.961726903918404,9.932316557997535,2,green,1759,38,1349.2226266339308,7.825313080972059
-1187,68.33364817808784,17.50974813413674,3,red,1759,27,1294.0756133937161,4.484750114715927
-1493,62.908112546424924,15.920757402199223,2,red,1759,35,1393.4501645450894,4.811472187633519
-504,58.82894440944988,15.17073494285696,4,red,1759,9,920.0550215498893,5.242664597171342
-1417,40.65028672735702,11.14921190044258,32,red,1759,12,2123.532287374352,8.06946065531164
-987,59.30998169033644,15.38675276366725,8,blue,1759,15,1214.7956438085887,5.231412440816898
-1172,44.55949488176056,12.086058063374844,30,red,1759,22,2261.1633132574275,7.280005766888234
-1050,41.395427160979985,12.881131047772541,6,red,1759,18,1193.2285695453852,8.990354709486095
697,36.239980758288844,9.378648751678403,9,red,1759,37,1611.0517401121622,8.540669562731653
1234,54.4476138540472,13.7534799943893,4,red,1759,32,1303.5717594946802,5.548587790052541
-1017,53.065743268822835,14.449764031265193,8,red,1759,16,1222.8733063805403,6.137052196829666
461,61.92798954295985,15.676088544193338,2,green,1759,25,1172.3645783727377,4.888676627855461
-455,39.66673987743098,11.462450127216412,13,red,1759,13,1389.2363849235292,8.712684901577788
1584,51.68507310544531,15.269303010488702,2,red,1760,19,1077.5487029124167,6.836227530671508
1452,53.499304530882,16.743793300585587,19,blue,1760,1,1285.5304234505325,6.996569402574826
-1512,53.87728445113169,13.724561483728753,5,red,1760,25,1290.6530905979462,5.654766105318676
-1123,54.9563235729481,14.066039556998641,0,red,1760,18,965.0611279099838,5.570113642369943
-10,42.247262374723796,12.598261526059742,21,blue,1760,9,1606.5116566528284,8.441916283314237
-840,40.04785022858914,15.22109539398484,2,red,1760,9,850.3174735963692,11.350501667775262
-682,44.51677510785893,13.721630178012179,7,green,1760,6,1017.5744673733377,8.28105910258536
-1614,63.17077845872919,17.208874046192356,7,red,1760,34,1578.5838120080743,5.157598888652512
917,42.87090261370279,12.020194389108376,7,red,1760,25,1252.545451172533,7.8219277770737
-333,59.10279330213686,16.94513763449094,5,blue,1760,4,906.9879081337999,5.801718488890421
1613,53.58506419373627,13.547635584729601,8,red,1760,37,1677.9500813273276,5.642915678512384
-1534,40.841107836663376,10.46785487437612,0,green,1760,26,1127.7916042148788,7.505683206330038
156,48.375025476065694,13.377082391456941,21,red,1760,22,1878.179983540607,6.836700481435472
-172,61.496565769264855,16.02800870380048,21,green,1760,2,1475.5777463700329,5.068802941891801
533,49.851515103613465,13.424406536933278,2,green,1760,11,807.5243701581621,6.4604971122337265
1142,44.7985674366548,11.575127881687216,4,red,1760,12,909.7063465551073,6.898030498727255
1600,43.482070448619424,10.876680320314392,34,red,1760,2,1984.4802231927415,6.880238590332788
-1366,55.997756917577,17.57991313461345,3,blue,1760,1,753.4161425464602,6.705065552214305
297,46.74515719319905,14.136998039851857,8,red,1760,28,1465.6426988137598,7.737693342177953
753,54.601503823352715,13.828871628220057,5,red,1760,24,1188.6686907429307,5.547599522803215
-1805,54.927315284717686,17.016148557074864,26,red,1761,39,2434.0230096910923,6.745468043151947
-1250,49.09800559312995,12.62586187904923,9,red,1761,22,1416.0348878498353,6.264131948750784
957,50.9288553222334,16.779576491337473,3,blue,1761,2,657.5123964926007,7.737144899714672
1728,51.471854539530476,12.951921330219012,9,red,1761,1,994.5494744973784,5.8468524015861245
716,43.64191063163571,11.143263874216359,1,red,1761,23,1015.9781134594355,6.997331815327357
244,50.77739396429536,13.18651535110294,35,blue,1761,5,2084.1216392973115,6.116694556304613
-1537,49.651397723126664,13.171628187780335,8,green,1761,17,1284.732734613666,6.390047267045537
-542,40.25683744618414,10.437632789820727,3,red,1761,10,905.7974494018997,7.702829252069326
1531,68.7688673062609,17.98829685981807,3,red,1761,5,847.7366243533457,4.549187834359139
-817,55.24603848327088,14.12237620628473,19,red,1761,36,2077.0190444754903,5.533922318443624
422,39.15278898094137,11.1279463253223,22,blue,1761,36,2154.7828644136225,8.681947993694896
717,47.086899177696566,12.491051433287446,13,blue,1762,29,1557.8205731753164,6.737928194374605
898,62.126567647123686,16.487898236994724,19,red,1762,17,1584.503025345129,5.1090263500022335
-1611,34.55333001572412,10.018513798754928,17,red,1762,20,1689.0579470140262,10.03577809144549
-1678,41.96355571652083,11.522210535686993,13,blue,1762,6,1234.0790715924059,7.825621001589417
-1164,49.30097447741801,12.952625434463904,2,blue,1762,28,1248.6320689758886,6.373446796377251
-862,54.19093429951065,16.478253207704753,8,red,1762,22,1369.7041981768214,6.710972510303331
1384,48.54023160922812,12.780728587292847,19,blue,1762,15,1614.4510172260254,6.487531640771315
467,53.43243879423798,14.730588178036973,7,red,1762,13,1086.8736834384629,6.170745844983205
1493,52.93185686216648,14.375146757510752,15,blue,1762,30,1697.0575387301014,6.136286007601914
1235,58.58139927017506,14.661138392712465,19,red,1762,13,1518.3410676372953,5.109469093473199
-1376,49.30218055369738,12.49927904449707,22,blue,1762,26,2020.3421292154064,6.150073035583904
-1954,46.02784055328758,11.518883944598068,10,blue,1762,26,1532.4660932012587,6.502745660949717
-1576,43.75520906723123,11.4221076279297,5,red,1762,11,1045.972883919347,7.135333668206312
-849,42.563175474909144,14.8208070187336,2,red,1762,25,1165.89063019891,9.784336367432013
334,39.29982048432542,11.473748108686713,6,black,1762,33,1517.5118200999166,8.884883616321684
877,42.60042346452838,10.944051384454385,14,blue,1762,5,1146.7588781834809,7.212367643339598
-1693,54.704942833264475,13.69648282251359,13,red,1762,33,1756.4297548081981,5.473731436277789
-567,50.64583016179253,14.553976276786177,3,red,1762,31,1348.3770257518838,6.786124754705115
-993,56.051199265628604,14.036371333259977,4,red,1762,25,1234.5530915500096,5.34333737231753
-1079,45.72967947827752,15.55974032847186,23,green,1762,3,1571.1687332249535,8.898844037811218
1438,44.93611877243725,11.861002725595005,19,green,1762,3,1369.6004337156203,7.025186423919738
-1444,57.538726016202034,14.5695877356991,10,red,1762,12,1226.243516790455,5.263254187548714
-233,52.38757365444257,13.940860505443316,3,blue,1762,5,821.9195078550881,6.075199974094894
135,39.43088468855832,10.598482983834074,2,blue,1763,18,1046.2454003500932,8.152639329787881
-1111,55.06478451568004,15.055432707037035,10,red,1763,13,1249.5573344865993,5.938447470330901
-1835,47.108172309317766,12.662704100956377,9,red,1763,6,1075.5788560460212,6.824353480956982
-22,40.562008738051844,11.442564710193665,4,green,1763,19,1154.7294485095224,8.317868186786185
-1828,57.92277357528917,16.300983104274874,19,green,1763,26,1865.8038873205883,5.8108901239928805
-655,56.28914682242355,18.664613335260725,3,blue,1763,6,865.0736058681091,7.045263330667297
747,60.885222897792815,16.90184313007638,6,red,1763,34,1419.554484857608,5.453029299823877
-1567,50.10213502135846,12.672166615754298,10,green,1763,17,1342.5142528618683,6.037622753114795
-66,59.20113456602165,14.812930542825558,2,red,1763,34,1345.9602886649577,5.054852551956877
-746,59.27457999339089,14.885047283177864,12,red,1763,16,1427.540485563347,5.066882265192717
1072,51.063630622817044,13.87445823029275,5,blue,1764,27,1219.918453501422,6.363854172418402
480,43.917030003271876,12.995685759003976,5,red,1764,27,1334.8888119564663,8.058623059214677
-404,62.98187908195554,17.115619164012827,17,blue,1764,28,1816.6648825886666,5.160466370072464
22,44.614617102345385,12.532515430905274,1,blue,1764,14,917.9887710910904,7.530286036204691
-1,51.13935702519799,12.9261816820184,4,red,1764,7,884.6786154438936,5.911358445254389
-346,61.53380519315838,17.243929531751593,10,red,1764,9,1141.7888693928198,5.446735175793147
-642,45.15904291287478,12.146034655902538,10,red,1764,16,1309.4604402645534,7.1231587458128365
1473,56.90735682537159,15.949260516957374,20,red,1764,22,1747.154158515652,5.890216911896282
2,54.75357265482116,14.35947669389247,7,blue,1764,2,929.8567096614512,5.728504442947437
-1145,53.55410509810869,13.397639990488749,14,red,1764,1,1154.2835080515595,5.586892767540932
415,54.5154448327606,15.271541173203282,18,red,1764,33,1990.0540896612506,6.14569937386472
-1660,42.22922451800266,13.111983301007285,19,red,1764,36,2105.1631158077857,8.7936614211569335
-404,41.861188878354106,11.215479585008332,23,green,1764,24,1984.039506925582,7.654596415506141
-30,45.87344903602987,12.197488187033088,12,blue,1764,19,1445.0361268149495,6.93226542939426
529,52.49666794600056,14.32905167855335,15,red,1764,24,1560.6184015962522,6.218441262788654
-1950,51.99300122497838,14.182374084918315,19,blue,1764,7,1487.2834572708177,6.2746098549318114
-1094,36.6908557824607,9.833563049784932,15,red,1764,39,2001.0202028170727,8.736204449557443
251,42.502531549616826,13.100344202984552,3,blue,1764,17,1052.979111696883,8.673226239216767
812,40.007119008264105,10.291082961233,2,red,1765,25,1137.4986432113242,7.689783067022938
605,58.88492265224183,15.83890132944487,19,green,1765,24,1773.807954809713,5.4631660478446475
-1433,32.881066881878105,8.535810820947818,20,blue,1765,6,1544.5297851630185,9.442359806597443
-1934,45.6452972479317,11.500351462310258,21,black,1765,9,1640.1653846905488,6.601560368099475
387,56.77056332532946,14.590124742861793,13,black,1765,26,1641.3949138782086,5.414273159602003
433,58.25938582473329,14.986612925904074,13,blue,1765,16,1445.4679259320953,5.280794310419008
-407,55.40607189763201,14.13581457688439,2,red,1765,13,938.5080920009283,5.5072359358132505
227,41.103251437789254,10.6065991723776,10,blue,1765,36,1721.016132834597,7.508468562887964
452,50.8794599394571,13.984134548191719,11,blue,1765,38,1805.4440214115518,6.460679146315185
1261,46.208647909500684,11.800928671672699,2,red,1765,26,1089.7755216937649,6.609935605476822
-1068,61.45465951688398,18.023648072596796,2,green,1765,6,836.9625073388636,5.707693324521389
-255,45.90632435325365,11.961313481954438,4,red,1765,11,964.676480654963,6.7883057649727965
623,48.30451238766746,13.719535267621236,28,blue,1765,38,2408.7711163640215,7.032205617025708
-810,67.19925093215933,17.838116801145958,1,blue,1765,20,1029.1146821975426,4.724411353160306
534,58.29720413552363,16.396533637823683,4,red,1765,4,760.8049773455409,5.770110837067575
1001,59.55441854617011,15.657366826395434,21,red,1765,25,1865.9807131785897,5.279810241663062
-999,39.037466081373694,10.190498342866153,36,red,1765,8,2230.9736394367396,7.997601271388861
1030,50.28815478092218,14.80503483291725,26,blue,1765,33,2211.686990225267,7.001733844359656
29,55.33171798845964,14.225681592976827,3,red,1766,32,1385.540882408232,5.557152814790719
870,41.89035277639096,11.536135685151692,9,red,1766,39,1616.5753532713177,7.862486000719369
1361,51.64905563752123,13.686388791522267,14,red,1766,4,1120.7276254793976,6.136089248685121
1664,57.60876260387771,16.098627009501165,6,green,1766,39,1590.93328927691,5.8014868148224
-901,45.95036888505363,11.656778540456472,2,blue,1766,32,1312.3936850202322,6.602799450592763
-1768,51.52434067620317,13.051955522984215,0,red,1766,21,1029.127399153883,5.880012701499345
1576,56.593720204978034,16.929084325003682,8,blue,1766,32,1530.8863729075101,6.321564111288038
1442,51.729008262886396,13.166510283429702,1,blue,1766,6,646.2036648600333,5.884776094092983
1553,42.25034622451005,10.768726617967927,9,green,1766,1,970.7856369618615,7.214917553947178
-1346,44.87004192587204,16.352864583908815,9,red,1766,8,1131.2497121368988,9.714231635244598
735,49.46529288211719,12.637860001977435,0,green,1766,34,1189.640598503917,6.177317669697768
-278,58.5667723225145,15.922049018365566,8,blue,1766,4,998.8428053102873,5.55167381291537
669,56.70631682924113,14.419116323560397,13,blue,1766,19,1446.0728771064523,5.362944845872847
1780,44.659934133630806,11.278764681509836,5,red,1766,39,1564.0941151056818,6.763211118952738
1068,45.92636460767589,12.511964293046512,6,blue,1766,32,1359.0741705365213,7.094616471513801
-283,47.79118618085056,12.103957788141798,11,blue,1766,21,1435.6875873723277,6.338103778112959
-292,45.35074366091941,12.255865440234365,6,green,1766,14,1088.1188728539655,7.126933775827897
101,56.756179430361115,15.859201557935311,6,red,1766,2,846.9655372339438,5.888200338003956
-783,46.72781058732819,11.74238554352001,1,red,1766,12,898.0849555234998,6.431807463231051
1688,57.06085566511878,15.284874814946209,12,red,1766,38,1854.2845925450627,5.6145233400405905
-1551,49.43021080814398,12.96938715312654,5,red,1766,34,1510.3841844762767,6.348368012114345
-1925,59.73349751606274,14.973676489851595,1,blue,1766,11,865.3212870310109,5.019033824000676
698,40.731631730679524,12.394694867649774,37,red,1767,25,2445.4782795812253,8.935107624529564
787,50.299309311184814,13.132141871436787,8,red,1767,14,1092.0571732358585,6.207819603907466
1749,48.972709434328046,13.204240196863417,18,red,1767,14,1620.3999903445513,6.584650323147613
1187,52.48271433863601,13.853657570968153,13,red,1767,39,1786.541722543313,6.015329724234074
172,55.96634396461436,16.66998890476188,6,red,1767,2,926.0374693185458,6.365155258865042
500,53.34013040150702,14.880511752644354,17,red,1767,18,1530.4713240391209,6.25514362840595
-229,50.04158911036946,12.991547767358515,5,red,1767,35,1510.6439267799149,6.20477838495138
1553,53.60976864283901,14.958699630205311,1,red,1767,36,1351.9021077504565,6.224916652460882
-1529,39.78994682421555,10.165814838813667,2,blue,1767,40,1506.8743194857113,7.679324910517975
1099,44.891283376647394,11.493595441929589,26,red,1767,10,1768.6885716713784,6.82117872583958
905,54.81008644051885,13.8739239901831,2,red,1767,20,957.1232795466881,5.523392451442038
822,48.8333609646481,12.582433906797085,1,blue,1767,8,674.3240481036185,6.31043055269709
-575,42.8869949854136,13.737519814817967,2,red,1767,8,840.2745960939058,8.932739372971005
1182,65.77443561565845,16.461625677504184,14,red,1767,33,1726.927509090319,4.550781948352577
1282,53.87226138546555,13.685650939828378,2,red,1767,35,1263.1071848198408,5.6397858251412885
-1421,56.82939936469594,14.4836437764282,24,red,1768,33,2220.0475026252707,5.363635643069738
